# Time-averaged data for fix rdf_avg
# TimeStep Number-of-rows
# Row c_rdf[1] c_rdf[2] c_rdf[3] c_rdf[4] c_rdf[5] c_rdf[6] c_rdf[7]
1000 100
44 1.0875 0.246415 0.01831 0.84677 0.064755 0.238571 0.01849
45 1.1125 1.27632 0.11707 2.68743 0.27375 1.07471 0.10165
46 1.1375 1.30811 0.22289 3.0102 0.518485 1.36176 0.21181
47 1.1625 1.39614 0.34085 2.63535 0.742265 1.30832 0.32235
48 1.1875 1.49995 0.47309 2.47675 0.96172 1.21979 0.42989
49 1.2125 1.19851 0.58325 2.34211 1.17807 1.13008 0.53376
50 1.2375 1.07047 0.68574 2.17705 1.38756 1.14306 0.6432
51 1.2625 1.2312 0.80843 2.1463 1.60251 1.07556 0.75038
52 1.2875 1.06131 0.91842 1.97769 1.80851 1.03391 0.85753
53 1.3125 1.11532 1.03854 1.8087 2.00428 1.14485 0.98083
54 1.3375 1.16191 1.16849 1.66965 2.19196 1.09351 1.10313
55 1.3625 1.24098 1.31252 1.42077 2.35768 0.943724 1.21266
56 1.3875 1.37721 1.47828 1.40926 2.52815 0.994603 1.33237
57 1.4125 1.16791 1.62396 1.32719 2.69453 0.945278 1.45028
58 1.4375 0.990323 1.7519 1.37986 2.87369 0.938306 1.5715
59 1.4625 1.00611 1.88644 1.30716 3.04937 1.05764 1.71293
60 1.4875 0.968602 2.02043 1.37019 3.23986 1.14289 1.87103
61 1.5125 1.01124 2.16506 1.34175 3.43272 0.970478 2.00983
62 1.5375 0.957309 2.30654 1.21324 3.61293 0.91326 2.1448
63 1.5625 0.886301 2.44182 1.10974 3.78317 0.916897 2.28475
64 1.5875 0.756168 2.56096 1.08403 3.95482 0.918267 2.42943
65 1.6125 0.863317 2.7013 1.06552 4.1289 0.957683 2.58511
66 1.6375 0.88482 2.84963 1.06855 4.30893 0.885118 2.73349
67 1.6625 0.852217 2.99689 1 4.4826 0.945217 2.89682
68 1.6875 0.907701 3.15849 0.933874 4.64969 0.999145 3.0747
69 1.7125 0.993967 3.34073 0.927266 4.82055 0.951697 3.24919
70 1.7375 0.857219 3.50252 0.917855 4.99466 0.930707 3.42485
71 1.7625 0.793631 3.65665 0.838156 5.15826 1.04789 3.62836
72 1.7875 0.783902 3.81324 0.915069 5.34196 0.956262 3.81938
73 1.8125 0.90606 3.99933 0.843758 5.51613 0.970963 4.0188
74 1.8375 0.939891 4.19773 0.847069 5.69583 0.974094 4.22442
75 1.8625 1.02277 4.41954 0.884997 5.88873 0.97823 4.43657
76 1.8875 0.942522 4.62947 0.892667 6.08855 0.891204 4.63507
77 1.9125 0.890316 4.83306 0.874204 6.28947 0.888742 4.8383
78 1.9375 0.90767 5.04608 0.863364 6.4931 1.00205 5.07347
79 1.9625 0.892832 5.26106 0.797436 6.68608 0.975645 5.30839
80 1.9875 0.910115 5.48582 0.817872 6.88907 0.904081 5.53166
81 2.0125 0.920265 5.71884 0.875366 7.11184 0.993603 5.78325
82 2.0375 0.9078 5.95445 0.929943 7.35441 0.899747 6.01677
83 2.0625 0.971507 6.21282 0.903477 7.59589 1.00557 6.2842
84 2.0875 0.97954 6.47968 0.869019 7.83383 0.996976 6.55581
85 2.1125 0.963483 6.74849 0.886037 8.08228 1.00664 6.83666
86 2.1375 1.01355 7.038 0.901102 8.34096 1.00098 7.12258
87 2.1625 1.04066 7.34225 0.999386 8.63462 1.01737 7.42002
88 2.1875 0.997091 7.64054 0.984074 8.93049 1.07859 7.74269
89 2.2125 1.00246 7.94733 0.994896 9.2365 1.06902 8.06985
90 2.2375 1.07076 8.28247 0.985901 9.54662 1.1191 8.42012
91 2.2625 1.13004 8.64411 0.963441 9.8565 1.10157 8.77265
92 2.2875 1.107 9.00625 0.956625 10.171 1.08037 9.12608
93 2.3125 1.00396 9.3419 0.947259 10.4893 1.0581 9.47983
94 2.3375 1.02481 9.69197 0.963093 10.8199 1.08573 9.85071
95 2.3625 1.09486 10.074 0.970962 11.1605 1.13349 10.2462
96 2.3875 1.06097 10.4521 0.982509 11.5123 1.07794 10.6304
97 2.4125 1.12137 10.8601 1.05271 11.8973 1.16639 11.0548
98 2.4375 1.13362 11.2812 1.00725 12.2733 1.14943 11.4817
99 2.4625 1.12578 11.708 0.968256 12.6422 1.11716 11.9053
100 2.4875 1.12563 12.1434 0.990213 13.0272 1.04459 12.3093
